nombreGrupo=Red Hidrometeorológica Nacional
idGrupo=1
nombreSensor=_Bateria
idSensor=8
intervaloTemporal=diario
fecha=2019-08


8 - Río Primero (Suquí,6,6,8,14,7,0,0,0,4,2,3,0,9,15,1,0,0,3,0,0,0,2,5,6,5,14,5,20,14,7,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39 - Rio Quequentreu e,6,6,6,1,5,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35 - Rio Quinto - Just,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 - Río Salado en Cañ,4,6,6,1,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19 - Río Salado en San,95,96,90,0,86,1,0,95,96,95,95,96,96,95,92,96,96,96,96,96,96,96,96,96,95,96,96,95,96,96,95,96,94,96,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158 - Río Salado - Pin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194 - Rio Salado-RN2,2,10,1,23,0,0,0,23,16,0,2,2,0,2,1,3,2,0,0,1,0,2,3,5,0,1,8,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 - Río Salado – RP51 ,0,0,0,0,0,0,0,0,23,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7 - Río Salto - Salto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,24,24,24,24,24,24,24,24,24,24,24,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 - Río Santa Cruz en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9 - Río Segundo (Pluju,0,23,20,24,23,4,0,23,24,15,0,21,22,24,23,24,23,24,24,24,24,23,1,0,0,0,0,0,0,0,22,24,24,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74 - Río Senguer en Sa,2,0,1,0,95,2,0,0,0,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,2,0,95,6,24,24,24,24,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192 - Río Senguer Puen,93,95,96,95,86,2,0,95,95,95,95,95,93,93,96,92,92,94,94,93,96,94,93,95,94,93,93,94,93,95,96,95,94,94,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163 - Río Tunuyan en V,2,2,0,0,0,1,0,0,2,1,1,2,1,1,2,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75 - Río Uspallata - U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178 - Ruta Provincial ,3,0,16,20,0,13,0,0,0,0,14,3,4,24,24,20,0,0,0,0,0,18,22,12,24,23,22,24,24,23,24,24,24,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174 - Seminario Dioces,0,0,0,3,4,4,4,4,4,4,4,4,4,1,0,4,4,4,4,4,4,4,1,3,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38 - Senguer - LOS MOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,3,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190 - Suncho Corral,12,12,12,12,12,12,12,12,12,12,12,12,11,9,12,12,12,12,12,12,12,12,5,7,12,12,12,12,12,12,12,12,12,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73 - Tupungato en Punt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
